ID,Original_ID,Country Name,Country ISO3,Income Level,Authority,Date,Level 1 policy measures,Level 2 policy measures,Level 3 policy measures,Details of the measure,Reference,Termination Date,Modification of Parent Measure,Parent Measure,was_modified
1781,2631,Georgia,GEO,Upper middle income,Cb,2020-06-18,Payment systems,Consumer protection measures and ensuring availability and acceptance of cash,,"National Bank of Georgia issued a new regulation allowing consumers to cash sums not only via ATM but also via POS terminals at outlets (pharmacies, groceries).",,,No,,False
1782,2632,G20,G20,Aggregates,Other,2020-06-17,Banking sector,Prudential,Supervisory guidance and expectations,"BCBS discussed the impact of COVID-19 and reiterated guidance on capital buffers. They also stated that supervisors will provide banks sufficient time to restore buffers,taking into account economic and market conditions and individual bank circumstances.",https://www.bis.org/press/p200617.htm,,No,,False
1783,2633,Georgia,GEO,Upper middle income,Cb,2020-06-18,Banking sector,Integrity,"Promoting digital channels in line with aml/cft requirements (via e-kyc, digital signature, and online document","The National Bank of Georgia started issuing approvals for remote identification of customers by banks. By end May, the approvals for various products have been given to three banks.",,,No,,False
1784,2634,Australia,AUS,High income,Sup,2020-06-17,Banking sector,Prudential,Supervisory guidance and expectations,The Australian Prudential Regulation Authority (APRA) has published a frequently asked question (FAQ) providing clarification to authorised deposit-taking institutions (ADIs) in determining their capital requirements under Prudential Standard APS 112 Capital Adequacy: Standardised Approach to Credit Risk (APS 112).,https://www.apra.gov.au/news-and-publications/apra-publishes-frequently-asked-question-on-standardised-approach-to-credit,,No,,False
1785,2635,Georgia,GEO,Upper middle income,Cb,2020-06-18,Banking sector,Prudential,Prioritize or review critical supervisory actions,"The stress tests submission deadline was delayed by 3 months to June 15, 2020; The transparency report regarding the pillar 3 credit risks, which the banks were obliged to submit from April, was delayed by 6 months; The credit issuing institutions, credit unions, and currency exchange stations were allowed to submit reports with a delay (until end April).",,2020-06-15,No,,False
1786,2636,Georgia,GEO,Upper middle income,Cb,2020-06-18,Banking sector,Prudential,Other prudential flexibility,"The NBG will not impose sanctions if the economic limits are breached due to the current shock (e.g. exchange rate devaluation, reserves/loss). It concerns violation of the economic limits (coefficients) solely and not the other types of legislative breaches.",,,No,,False
1787,2637,Pakistan,PAK,Lower middle income,Mof,2020-06-18,Banking sector,Support borrowers,State guarantees on loans,The risk cover for the payroll rolls under the MOF gaurantee facilty has been enhanced to 60% of first loss (from 40%).,,,Other,2199.0,True
1788,2642,Bangladesh,BGD,Lower middle income,Cb,2020-06-15,Banking sector,Prudential,"Relaxation in npe treatment (definition, classification, provisioning)","Freezing of loan classification is increased untill Septemeber 30, 2020 from June 30, 2020.",https://www.bb.org.bd/mediaroom/circulars/brpd/jun152020brpd13.pdf,2020-09-30,Extension,324.0,True
1789,2643,Bangladesh,BGD,Lower middle income,Cb,2020-06-10,Banking sector,Support borrowers,Other credit repayment moratorium,"Interests based on loan outstanding as of 31 March, 2020 for the months of April and May will be waived fully for up to taka 100 thousands, will be reduced 2 percent for  over 100 thousand but below one million and at one percent rate for loans over 1 million.",https://www.bb.org.bd/mediaroom/circulars/brpd/jun102020brpd12.pdf,,No,,False
1790,2645,Morocco,MAR,Lower middle income,Mof,2020-06-15,Banking sector,Support borrowers,State guarantees on loans,"To support the recovery, two dedicated CCG product were created. First ���Relance TPE��? will enable all companies with an annual turnover below MAD 10M to benefit from a 95% guarantee on new loan capped at 10% of their annual turnover.   ���Damane Relance��? will offer 80%-90% guarantee to companies depending on their size for companies (turnover above MAD 10M). The amount of the loan is capped at one month and hal of annual turnover for industrial companies, one month for others. 50% of the loan have to be used to pay suppliers to reduce payment delays.",https://www.medias24.com/lancement-le-15-juin-des-credits-damane-relance-et-relance-tpe-ccg-11106.html,,Other,1732.0,True
1791,2646,Namibia,NAM,Upper middle income,Cb,2020-06-17,Liquidity/funding,Policy rate,,"The Monetary Policy Committee (MPC) of the Bank of Namibia has decided to reduce the Repo rate from 4.25% to 4.0%, so support domestic economic activity and safeguard the one-to-one link between the Namibian Dollar and South African Rand",https://www.bon.com.na/CMSTemplates/Bon/Files/bon.com.na/e3/e31984f0-d82f-4dc4-9b61-a383d9e64014.pdf,,No,,False
1792,2648,Morocco,MAR,Lower middle income,Mof,2020-04-27,Banking sector,Support borrowers,State guarantees on loans,"For auto entrepreneurs impacted by the crisis, the CCG introduced a 'Garantie auto-entreprenneurs COVID 19 : a zero interest new loans caped at 15 KDH which can be spread over up to 3 years with 1 year of grace.  Interest rates are covered by the insurance sector.",https://www.ecoactu.ma/ccg-lgarantie-autoentrepreneurs-covid-19/,,No,,False
1793,2649,Morocco,MAR,Lower middle income,Mof,2020-06-02,Payment systems,Promoting and ensuring availability of digital payment mechanisms,,"On June 2nd, public entities were requested to adopt the required measures to be able to process to digital receipts to reduce payment delays.",,,No,,False
1794,2650,Sri lanka,LKA,Upper middle income,Cb,2020-06-16,Liquidity/funding,Liquidity (incl fx)/ela,,"CB will provide funding to LCBs at a rate of 1% against the pledge of a broad spectrum of collateral, on the condition that LCBs in turn will on-lend to domestic businesses at 4%. This scheme along with the existing refinance Scheme will provide Rs. 150 billion in total to the businesses affected by the COVID-19 pandemic.",https://www.cbsl.gov.lk/en/node/8019,,Other,2966.0,True
1795,2651,Morocco,MAR,Lower middle income,Cb,2020-05-11,Banking sector,Prudential,Restrictions on use of profits and resources (e.g. dividends),"In May 2020, BAM invited credit institutions to suspend the payment of dividends for the year 2019.",https://www.leboursier.ma/Bank-Al-Maghrib-appelle-les-banques-a-suspendre-la-distribution-de-dividendes-7469.html,,No,,False
1796,2652,Sri lanka,LKA,Upper middle income,Cb,2020-06-16,Liquidity/funding,Policy rate,,"Reduced SRR applicable on all rupee deposit liabilities of LCBs by 200 basis points to 2%, wef. the reserve maintenance period that commenced on 16.06.2020. This reduction in the SRR injects around Rs. 115 billion of additional liquidity to the domestic money market, enabling the financial system to expedite credit flows to the economy, while reducing the cost of funds of LCBs.��",https://www.cbsl.gov.lk/en/node/8017,,No,,False
1797,2653,Morocco,MAR,Lower middle income,Mof,2020-05-08,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","Government and the banking sector will entirely cover the cost of interest payments due to postponed installments on the Marsh-June period, for households: caped at 3500 DH of repayment for housing credit and 1500 DH for consumer credit.",https://www.boursenews.ma/article/maroc/report-des-credits-l-etat-et-le-secteur-bancaire-prennent-en-charge-l-integralite-des-interets-intercalaires,,No,,False
1798,2654,India,IND,Lower middle income,Sup,2020-06-18,Financial markets/nbfi,Market functioning,Regulatory measures,"On  review  of  the  COVID-19  pandemic  related  situation,  it has been  decided  that  the regulatory measures introduced vide SEBI Press Release dated March 20, 20201, shall continue to be in force till July 30, 2020",https://www.sebi.gov.in/media/press-releases/jun-2020/regulatory-measures-to-continue_46875.html,2020-07-30,Extension,2969.0,True
1799,2655,Morocco,MAR,Lower middle income,Cb,2020-06-16,Liquidity/funding,Policy rate,,The Central Bank announced it would lower the policy rate from 2% to 1.5%.,https://www.leconomiste.com/article/1063491-bank-al-maghrib-va-plus-loin-dans-son-soutien-l-economie,,No,,False
1800,2656,Mozambique,MOZ,Low income,Cb,2020-06-17,Liquidity/funding,Policy rate,,"Lower medium term inflation outlook, driven mainly by subdued aggregate demand due to Covid-19 pandemic prompted the Bank of Mozambique's Monetary Policy Committee to cut the policy rate (MIMO rate) by 100 basis points to 10.25 percent. The committee also cut the Permanent Deposit Facility (FPD) and the Permanent Lending Facility (FPC) rates by 100 basis points to 7.25 and 13.25 percent.",http://www.bancomoc.mz/fm_pgTab1.aspx?id=16,,No,,False
1801,2657,Mozambique,MOZ,Low income,Cb,2020-06-17,Liquidity/funding,Liquidity (incl fx)/ela,,The Monetary Policy Committee lifted the restrictions on the access to the standing lending facility (FPC) introduced in October 2016.,http://www.bancomoc.mz/fm_pgTab1.aspx?id=16,,No,,False
1802,2658,Mozambique,MOZ,Low income,Gov,2020-06-02,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","The Council of Ministers approved (through Decree-law no. 37/2020) a MZN 1 billion line of credit to affected MSMEs, to be managed by the state-owned Banco Nacional de Investimentos.",https://www.bni.co.mz/banca-de-desenvolvimento/linha-de-credito-bni-covid19/,,No,,False
1803,2660,Morocco,MAR,Lower middle income,Cb,2020-06-16,Banking sector,Prudential,"Relaxation in capital requirement (definition of capital, car, risk weights)",Pillars 1 capital requirements for banks were reduced from 9% to 8.5%.  Also the solvency ratio went down from 12% to 11.6%.,https://www.leconomiste.com/article/1063491-bank-al-maghrib-va-plus-loin-dans-son-soutien-l-economie,,No,,False
1804,2661,Morocco,MAR,Lower middle income,Cb,2020-06-16,Banking sector,Prudential,Temporary ease on liquidity requirements,Banks can also use liquidity buffers in the form of high-quality liquid assets until the end of June below the minimum LCR ratio (100%).,https://www.leconomiste.com/article/1063491-bank-al-maghrib-va-plus-loin-dans-son-soutien-l-economie,,No,,False
1805,2662,Morocco,MAR,Lower middle income,Cb,2020-06-16,Banking sector,Prudential,"Relaxation in npe treatment (definition, classification, provisioning)","To support MFIs, Bank Al Maghrib smoothed exceptionally rules of provisioning for banks.",https://www.leconomiste.com/article/1063491-bank-al-maghrib-va-plus-loin-dans-son-soutien-l-economie,,No,,False
1806,2664,Chile,CHL,High income,Cb,2020-06-16,Liquidity/funding,Liquidity (incl fx)/ela,,"Authorization of new credit facilities for banks to incentivize continued financing and refinancing of loans to individuals and companies. On June 16, they announced an expansion of this program by 6.4% of GDP. Total announced monetary stimulus amounts to 20% of GDP.",,,No,,False
1807,2666,Brazil,BRA,Upper middle income,Cb,2020-06-17,Liquidity/funding,Policy rate,,CB cuts the overnight rate (from 3% to 2.25%),https://www.bcb.gov.br/en/pressdetail/2336/nota,,No,,False
1808,2668,Uganda,UGA,Low income,Mof,2020-03-24,Banking sector,Prudential,Restrictions on use of profits and resources (e.g. dividends),"Providing for adequate capital buffers for supervised financial institutions to ensure effective operation by deferring payments of all discretionary dividends and bonus payments for at least 90 days effective March 24, 2020. This preserves the capital of a financial institution and is intended to support the real economy.",,,No,,False
1809,2669,Maldives,MDV,Upper middle income,Mof,2020-04-07,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments",COVID-19 Recovery Loan for Large Businesses: MoF in partnership with the Bank of Maldives offering loans to registered resorts and businesses (with a turnover greater than MVR 10 million in 2019). This is an unresecured facility (with a soveriegn gaurantee) for 3 years at 6%. Loan has a 6 month grace period on repayments.,,,No,,False
1810,2670,Maldives,MDV,Upper middle income,Mof,2020-04-07,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","COVID-19 Recovery Loan for SMEs: MoF in partnership with the SME Development Finance Corporation in offering loans to SMEs (with a turnover less than MVR 10 million in 2019). Loans are avaible for upto 10% of the sales revenue of 2019; capped at MVR 500,000. This is an unresecured facility (with a soveriegn gaurantee) for 3 years at 6%. Loan has a 6 month grace period on repayments.",,,No,,False
1811,2671,Maldives,MDV,Upper middle income,Mof,2020-05-17,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments",Only large businesses and SMEs who had not laid off staff were eligible for the COVID Recovery Loans; now eligibility has been extended to allow firms who commit to rehire laid off staff,,,Other,2670.0,True
1812,2672,Uganda,UGA,Low income,Cb,2020-06-08,Liquidity/funding,Policy rate,,Bank of Uganda (BOU) has in the June 2020 Monetary Policy Committee (MPC) meeting reduced the Central Bank Rate (CBR) by 1 percentage point to 7 percent.,,,No,,False
1813,2673,Uganda,UGA,Low income,Cb,2020-06-12,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","(1)	Provide credit through SACCOs and Micro Finance Institutions to support micro and small-scale enterprises. An allocation of UShs 94 billion for FY2020/21;  (2)	Increase access to credit at Uganda Development Bank to offer low interest financing to manufacturing, agribusiness and other private sector firms, for which UShs. 1,045 billion over the medium term has been provided",,,No,,False
1814,2677,Myanmar,MMR,Lower middle income,Cb,2020-03-24,Liquidity/funding,Policy rate,,Policy rate cut by 1 pc to 8.5%.,https://www.mmtimes.com/news/central-bank-cuts-interest-rates-again.html,,No,,False
1815,2678,Myanmar,MMR,Lower middle income,Cb,2020-04-27,Liquidity/funding,Policy rate,,Policy rate cut by 1.5pc to 7.0%.,https://www.mmtimes.com/news/central-bank-cuts-interest-rates-again.html,,No,,False
1816,2682,Zimbabwe,ZWE,Lower middle income,Mof,2020-06-16,Payment systems,Other payments,,"The Zimbabwe Ministry of Finance has joined the Global Call for Action on Remittances, an initiative by the Governments of Switzerland and UK to help maintain remittance flows to receiving countries.",https://www.knomad.org/covid-19-remittances-call-to-action/,,No,,False
1817,2683,Algeria,DZA,Upper middle income,Cb,2020-04-29,Liquidity/funding,Policy rate,,Reduced reference interest (taux directeur Banque Algerie) rate from 3.25 to 3%.,https://www.bank-of-algeria.dz/pdf/communique30042020.pdf,,No,,False
1818,2684,Algeria,DZA,Upper middle income,Cb,2020-04-29,Liquidity/funding,Liquidity (incl fx)/ela,,Reduced mandatory capital reserves (reserves obligatoires) for banks from 8% to 6%.,https://www.bank-of-algeria.dz/pdf/communique30042020.pdf,,No,,False
1819,2685,Algeria,DZA,Upper middle income,Cb,2020-04-29,Liquidity/funding,Liquidity (incl fx)/ela,,Increase of the refinancing cap for public securities (below 1 year maturity from 90 to 95%; between 1 and 5 yearsfrom 80 to 90% and above 5 yeas from 70 to 85%).,https://www.bank-of-algeria.dz/pdf/communique30042020.pdf,,No,,False
1820,2686,Morocco,MAR,Lower middle income,Cb,2020-06-16,Liquidity/funding,Liquidity (incl fx)/ela,,Bank reserve requirement at the CB reduced from 2 percent to 0 percent.,https://www.leconomiste.com/article/1063491-bank-al-maghrib-va-plus-loin-dans-son-soutien-l-economie,,No,,False
1821,2687,Rwanda,RWA,Low income,Cb,2020-06-10,Banking sector,Prudential,Other prudential relaxation,"Banks are now allowed to make maximum of four (4) restructuring for a credit exposures affected by the pandemic, irrespective of the number of times it has been restructured in the past.",,,No,,False
1822,2688,Rwanda,RWA,Low income,Cb,2020-06-10,Banking sector,Prudential,"Relaxation in npe treatment (definition, classification, provisioning)",Loans restructured due to covid-19 are not classified as deaulted. The same applies to moratorium and payment deferral.,,,No,,False
1823,2689,Morocco,MAR,Lower middle income,Cb,2020-06-16,Banking sector,Prudential,"Relaxation in capital requirement (definition of capital, car, risk weights)","To support MFIs, Bank Al Maghrib (the Central Bank) smoothed exceptionally rules of classification  for banks.   ""Les r̬gles de classification et provisionnement des cr̩ances en souffrance seront ̩galement assouplies pour les asso�_ciations de microcr̩dit. Bank Al-Maghrib proc̬dera �� une ̩valuation des mesures prises depuis mars et les impacts sur les bilans des banques et le financement de l'̩conomie. La banque centrale d̩cidera ensuite de la prorogation ou non des mesures.""",https://www.leconomiste.com/article/1063491-bank-al-maghrib-va-plus-loin-dans-son-soutien-l-economie,2021-06-30,No,,False
1824,2690,Spain,ESP,High income,Cb,2020-06-16,Banking sector,Prudential,Ensure public risk disclosures by banks,"Second, the Bank agreed to: (1.) increase the reporting requirements of banks with respect to non-performing and foreborne exposures and foreclosed collateral, (2.) supplement the information on operating and administrative expenses, and (3.) incporate minor changes to the data to be reported on leases as a result of the enforcement of Internatioanal Financial Reporting Standard (IFRS) 16 Leases.",http://app.bde.es/clf_www/leyes.jsp?id=185142&tipoEnt=0,,No,,False
1825,2692,Azerbaijan,AZE,Upper middle income,Cb,2020-06-18,Payment systems,Easing regulatory requirements,,"CBA recommended banks to automatically extend the expiration dates of payment cards for customers receiving pensions, social benefits and targeted state social assistance untill September 30, 2020.",https://www.cbar.az/press-release-2643/information-by-the-central-bank?language=en,2020-09-30,No,,False
1826,2693,Azerbaijan,AZE,Upper middle income,Cb,2020-06-19,Liquidity/funding,Policy rate,,"CBA lowered the refinancing rate to 7% from 7.25%. The floor of the interest rate corridor was set at 6.5%, while the ceiling was set at 7.5%.",https://www.cbar.az/press-release-2644/on-parameters-of-interest-rate-corridor,,No,,False
1827,2695,Azerbaijan,AZE,Upper middle income,Cb,2020-06-22,Banking sector,Integrity,Other integrity,"CBA issued new rules for banks to adhere while conducting the FX operations with customers. Every customer willing to buy more than USD500 will be required to fill in special work with information on the source of income and purpose of use. The amounts of USD20K and more will automatically fall under surveillance of Financial Monitoring Services to investigate the investigate the source of funds to conversion. If valid evidence is not presented, the converted amount will be taxed at 14%.",https://banker.az/az%c9%99rbaycan-iqtisadiyyatina-investisiya-yatiriminda-bank-sektorunun-payi-azalib/,,No,,False
1828,2696,Georgia,GEO,Upper middle income,Cb,2020-04-01,Banking sector,Prudential,"Release/defer capital buffers (conservation, counter-cyclical, systemic)","The capital requirements of the commercial banks have been lowered which implies the elimination of the capital conservation buffer (2.5% of the risk weighted assets) and the portion of the pillar 2 buffer (2/3 of the currency induced credit risk buffer). This supervisory relief can free GEL 1.6 billion of capital, which can be used for absorbance of potential losses or funding the real economy with GEL 16 billion.",https://www.nbg.gov.ge/index.php?m=340&newsid=3901,,No,,False
1829,2697,Georgia,GEO,Upper middle income,Cb,2020-06-23,Banking sector,Prudential,Other prudential flexibility,"Regulation on Credit Concentration and Large Risks in Commercial Banks which should have been enacted from June 2020, has been postponed for 1 year. This will enable commercial banks to continue crediting the real economy with strict limits and keep working within the framework of the current rules. It is noteworthy that in case of enacting the regulation from June and consequently in case of Tier 1 capital calculation, 5 banks would breach the 25% limit on Top-1 largest group exposure totaled 109 million GEL.",https://www.nbg.gov.ge/index.php?m=754,,No,,False
1830,2698,Georgia,GEO,Upper middle income,Cb,2020-06-23,Banking sector,Prudential,Prioritize or review critical supervisory actions,"The National Bank suspended the on-site inspection of the entities being under the NBG supervision (except for the money laundering inspections which are going on remotely at this stage). The crediting procedures have been simplified, according to which the real estate estimation temporarily does not require the on-site visit. The requirement related to the updating of the financial statement has been eased as well.",https://www.nbg.gov.ge/index.php?m=754,,No,,False
1831,2702,Azerbaijan,AZE,Upper middle income,Gov,2020-06-04,Banking sector,Crisis management,Other crisis management,"New rules are introduced on mechanism for restructuring debt obligations of credit organizations to the Azerbaijan Entrepreneurship Development Fund in case of force majeure (natural disasters, epidemics, etc.) or delay in repayment of loan obligations under partial credit guarantee scheme approved by Cabinet of Ministers as part of Covid19 Action Plan.",https://president.az/articles/39024,,No,,False
1832,2703,Uruguay,URY,High income,Gov,2020-06-16,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments",Soft credit line for large enterprises,https://www.elobservador.com.uy/nota/gobierno-anuncio-linea-de-credito-blando-para-grandes-empresas-2020616143136,,No,,False
1833,2704,Colombia,COL,Upper middle income,Sup,2020-06-05,Financial markets/nbfi,Nbfi,Insurance,SFC Circular 21 providing instructions related to calculating insurance policy premiums as a consequence of changes in dynamics of insured risks due to COVID-19,https://www.superfinanciera.gov.co/publicacion/10103691,,No,,False
1834,2705,Colombia,COL,Upper middle income,Sup,2020-05-23,Financial markets/nbfi,Public debt management,Adjusting funding strategy,SFC Circular 19 providing instructions to credit institutions on mandatory investment in Solidarity Securities - TDS (in accordance with Decree 685).,https://www.superfinanciera.gov.co/publicacion/10103691,,No,,False
1835,2706,Mexico,MEX,Upper middle income,Cb,2020-06-02,Banking sector,Support borrowers,Other credit repayment moratorium,"Banxico Circular 22 - Provisional measures regarding minimum payment amounts applicable to credit, loans or revolving financing associated with credit cards, in relation to the COVID-19 pandemic",https://www.banxico.org.mx/marco-normativo/normativa-emitida-por-el-banco-de-mexico/circular-22-2020/%7BD7AD02D2-A301-B83C-343A-D6C4123B7B83%7D.pdf,,Extension,2783.0,True
1836,2707,Mexico,MEX,Upper middle income,Cb,2020-06-02,Liquidity/funding,Liquidity (incl fx)/ela,,Banxico Circular 17 - Government securities repurchase transactions with Banco de M̩xico to cover liquidity needs,https://www.banxico.org.mx/marco-normativo/normativa-emitida-por-el-banco-de-mexico/circular-17-2020/%7B61D81E12-E87E-1858-5742-8EAD94F3389A%7D.pdf,,No,,False
1837,2708,Mexico,MEX,Upper middle income,Cb,2020-06-02,Liquidity/funding,Liquidity (incl fx)/ela,,"Banxico Circular 25 - Financing to Banks guaranteed with qualified bank credit assets, for channeling it to MSMEs",https://www.banxico.org.mx/marco-normativo/normativa-emitida-por-el-banco-de-mexico/circular-25-2020/%7BD5C422C5-3AEA-6D38-6CEE-E7D076408CFD%7D.pdf,,No,,False
1838,2709,Mexico,MEX,Upper middle income,Cb,2020-06-02,Liquidity/funding,Liquidity (incl fx)/ela,,"Circular 20 - Financing to Banks and Development Banks for MSMEs, , related to Rules applicable to government securities repurchase transactions with Banco de M̩xico to cover liquidity needs.",https://www.banxico.org.mx/marco-normativo/normativa-emitida-por-el-banco-de-mexico/circular-17-2020/%7B61D81E12-E87E-1858-5742-8EAD94F3389A%7D.pdf,,No,,False
1839,2710,United kingdom,GBR,High income,Cb,2020-06-18,Liquidity/funding,Asset purchases,,"Raised the ceiling of the gilt portion of the Asset Purchase Facility (APF). The Monetary Policy Committee voted by a majority of 8-1 to increase the target stock of purchased UK government bonds by an additional GBP 100 billion, bringing to the total level of planned asset purchases to GBP 745 billion by the end of the year 2020. The Committee acknowledged that liquidity conditions stabilized since the earlier period of disfunction, so asset purchases were set at a slower pace compared to the emergency pace of the previous period.",https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2020/june-2020,,Other,1874.0,True
1840,2712,Estonia,EST,High income,Gov,2020-06-18,Banking sector,Support borrowers,State guarantees on loans,Increased the credit loss compensation limit of KredEx's extraordinary loan guarantee to 30 percent for new loans issued by banks.,https://www.mkm.ee/et/uudised/valitsus-leevendab-ettevotete-jaoks-kredex-i-kriisimeetmete-tingimusi,,Other,1078.0,True
1841,2715,Ukraine,UKR,Lower middle income,Cb,2020-06-19,Banking sector,Prudential,"Relaxation in capital requirement (definition of capital, car, risk weights)",Reduced the requirements for the minimum regulatory capital of banks from UAH 500 million to UAH 200 million. The National Bank of Ukraine also invalidated the special requirements for banks managing construction financing funds.,https://bank.gov.ua/ua/news/all/zmineno-vimogi-do-minimalnogo-rozmiru-regulyativnogo-kapitalu-banku,,No,,False
1842,2716,Russian federation,RUS,Upper middle income,Cb,2020-06-19,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","Decided to lower the interest rate that the Bank of Russia extends to small and medium-sized enterprises (SMEs) to support and maintain employment by 1 percentage point, decreasing the annual rate from a level of 3.50% to 2.50%. It will come into force on June 22, 2020, and will apply to both newly and previously granted loans with an aggregate limit of RUB 500 billion.",https://cbr.ru/press/pr/?file=19062020_141025dkp2020-06-19T14_07_06.htm,,Other,589.0,True
1843,2717,Russian federation,RUS,Upper middle income,Cb,2020-06-19,Liquidity/funding,Policy rate,,"Decided to reduce the key interest rate by 100 basis points, bringing the annual rate to a level of 4.5%.",https://cbr.ru/press/pr/?file=19062020_133000Key.htm,,No,,False
1844,2719,China,CHN,Upper middle income,Gov,2020-06-18,Financial markets/nbfi,Market functioning,Regulatory measures,"Released a new set of measures designed to ease restrictions on foreign investment in listed Chinese firms. Among other changes, the minimum asset threshold that foreign investors must meet in order to invest in Chinese A-shares has been  greatly reduced.",http://www.mofcom.gov.cn/article/jiguanzx/202006/20200602975158.shtml?mc_cid=d39f41e855&mc_eid=f98fa0bacc,,No,,False
1845,2720,United states,USA,High income,Sup,2020-06-19,Financial markets/nbfi,Nbfi,Other nbfi,"Extended conditional relief from the in-person voting requirements for fund boards that it originally provided in March 2020.  That relief will now extend at least through December 31, 2020.",https://www.sec.gov/news/press-release/2020-139,2020-12-31,Extension,2761.0,True
1846,2721,United states,USA,High income,Gov,2020-06-22,Banking sector,Prudential,Prioritize or review critical supervisory actions,"Approved an interim final rule to reduce assessments in response to the national emergency declared in connection with the coronavirus disease (COVID-19). Under the interim final rule, assessments due on September 30, 2020, for national banks, federal savings associations, and federal branches and agencies of foreign banks (collectively, banks) will be calculated using the December 31, 2019, ""Consolidated Reports of Condition and Income"" (call report) for each institution, rather than the June 30, 2020, call report.",https://www.occ.gov/news-issuances/bulletins/2020/bulletin-2020-63.html,,No,,False
1847,2722,Turkey,TUR,Upper middle income,Cb,2020-06-20,Liquidity/funding,Liquidity (incl fx)/ela,,Turkey's central bank revised its required reserve ratio rule to allow lenders with real loan growth rates of more than 15% to hold a smaller buffer through year-end.  The revision will be effective from the calculation date of 12 June 2020 with the maintenance period starting on 26 June 2020 to the calculation date of 25 December 2020.,https://www.tcmb.gov.tr/wps/wcm/connect/EN/TCMB+EN/Main+Menu/Announcements/Press+Releases/2020/ANO2020-34,2020-12-25,No,,False
1848,2723,Thailand,THA,Upper middle income,Cb,2020-06-20,Banking sector,Prudential,Restrictions on use of profits and resources (e.g. dividends),Issued a statement requesting that commercial banks stop paying interim dividends and pause stock buybacks.,https://www.bot.or.th/Thai/PressandSpeeches/Press/2020/Pages/n3363.aspx,,No,,False
1849,2724,Russian federation,RUS,Upper middle income,Gov,2020-06-19,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","Announced adjustments to the rules for providing soft loans to systemically important enterprises. These loans were meant to restore working capital. Previously, the loans were restricted to companies that witnessed a 30% decline in quarterly production. The eligibility requirement was adjusted to monthly production. The government also increased the participation limit from a level of RUB 3 billion to RUB 5 billion.",https://www.economy.gov.ru/material/news/ekonomika_bez_virusa/pravitelstvo_smyagchit_pravila_predostavleniya_lgotnyh_kreditov_sistemoobrazuyushchim_predpriyatiyam.html,,No,,False
1850,2725,Mexico,MEX,Upper middle income,Sup,2020-06-21,Banking sector,Integrity,Relief measures on customer identification (e.g. simplified cdd even in case of non-face-to-face relationships),"Authorized, on a temporary basis, regulatory flexibilities regarding non-face-to-face identification for financial institutions.",https://www.gob.mx/cnbv/prensa/45-2020-facilidades-regulatorias-en-materia-de-identificacion-no-presencial-para-instituciones-de-credito?idiom=es,,No,,False
1851,2727,China,CHN,Upper middle income,Cb,2020-06-22,Liquidity/funding,Policy rate,,Adjusted the Loan Prime Rate (LPR) as follows: the one-year LPR is 3.85% and the above-five-year LPR is 4.65%. The rates are effective until the next release.,http://www.pbc.gov.cn/en/3688110/3688181/4043262/index.html,,No,,False
1852,2728,United states,USA,High income,Other,2020-06-22,Banking sector,Prudential,Other prudential flexibility,"Approved a final rule that mitigates the deposit insurance assessment effects of participating in the Paycheck Protection Program (PPP) and the Paycheck Protection Program Liquidity Facility (PPPLF) and Money Market Mutual Fund Liquidity Facility (MMLF). Under the final rule, the FDIC will generally remove the effect of PPP lending in calculating an IDI's deposit insurance assessment. Among other changes, the final rule provides an offset to an IDI's total assessment amount for the increase in its assessment base attributable to participation in the PPP and MMLF. The final rule will be effective immediately upon publication in the Federal Register, with an application date of April 1, 2020, and changes will be applied to assessments starting in the second quarter of 2020.",https://www.fdic.gov/news/press-releases/2020/pr20071.html,,Extension,2206.0,True
1853,2729,Mexico,MEX,Upper middle income,Cb,2020-06-22,Liquidity/funding,Liquidity (incl fx)/ela,,"Announced that on June 24 and 29, 2020, the central bank will execute swap line operations in the amounts of USD 7 billion and 4  billion dollars, respectively. Both operations will have a maturity of 84 days.",https://www.gob.mx/shcp/prensa/subastas-de-financiamiento-en-dolares-por-parte-de-banxico-a-traves-del-uso-de-la-linea-swap-con-la-reserva-federal-de-estados-unidos-245962?idiom=es,,No,,False
1854,2730,Hungary,HUN,High income,Cb,2020-06-23,Liquidity/funding,Policy rate,,"Decided to lower the central bank base rate by 15 basis points, bringing the most recent rate to a level of 75 basis points.",https://www.mnb.hu/monetaris-politika/a-monetaris-tanacs/kozlemenyek/2020/kozlemeny-a-monetaris-tanacs-2020-junius-23-i-uleserol,,No,,False
